token sentstart
der 32963
Tat 32967
schon 32971
aufgeschrieben 32977
, 32991
als 32993
ich 32997
in 33001
dem 33004
wilden 33008
Blick 33015
des 33021
Studenten 33025
Nathanael 33035

  33044
etwas 33046
Possierliches 33052
zu 33066
verspüren 33069
glaubte 33080
; 33087
die 33089
Geschichte 33093
ist 33104
aber 33108
gar 33113
nicht 33117
spaßhaft 33123
. 33132
Mir 33134
kam 33138
keine 33142
Rede 33148
in 33153
den 33156
Sinn 33160
, 33164
die 33166
nur 33170
im 33174
mindesten 33177
etwas 33187
von 33193
dem 33197
Farbenglanz 33201
des 33213
innern 33217
Bildes 33224
abzuspiegeln 33231
schien 33244
. 33250
Ich 33252
beschloß 33256
, 33265
gar 33267
nicht 33271
anzufangen 33277
. 33287
Nimm 33289
, 33293
geneigter 33295
Leser 33305
! 33310
die 33312
drei 33316
Briefe 33321
, 33327
welche 33329
Freund 33336
Lothar 33343

  33349
mir 33351
gütigst 33355
mitteilte 33364
, 33373
für 33375
den 33380
Umriß 33384
des 33391
Gebildes 33395
, 33403
in 33405
das 33408
ich 33412
nun 33416
erzählend 33420
immer 33431
mehr 33437
und 33442
mehr 33446
Farbe 33451
hineinzutragen 33457
mich 33472
bemühen 33477
werde 33486
. 33491
Vielleicht 33493
gelingt 33504
es 33512
mir 33515
, 33518
manche 33520
Gestalt 33527
wie 33535
ein 33539
guter 33543
Porträtmaler 33549
so 33563
aufzufassen 33566
, 33577
daß 33579
du 33584
sie 33587
ähnlich 33591
findest 33600
, 33607
ohne 33609
das 33614
Original 33618
zu 33627
kennen 33630
, 33636
ja 33638
daß 33641
es 33646
dir 33649
ist 33653
, 33656
als 33658
hättest 33662
du 33671
die 33674
Person 33678
recht 33685
oft 33691
schon 33695
mit 33701
leibhaftigen 33705
Augen 33718
gesehen 33724
. 33731
Vielleicht 33733
wirst 33744
du 33750
, 33752
o 33754
mein 33756
Leser 33761
! 33766
dann 33768
glauben 33773
, 33780
daß 33782
nichts 33787
wunderlicher 33794
und 33807
toller 33811
sei 33818
als 33822
das 33826
wirkliche 33830
Leben 33840
und 33846
daß 33850
dieses 33855
der 33862
Dichter 33866
doch 33874
nur 33879
wie 33883
in 33887
eines 33890
matt 33896
geschliffnen 33901
Spiegels 33914
dunklem 33923
Widerschein 33931
auffassen 33943
könne 33953
. 33959

 33961
Damit 33962
klarer 33968
werde 33975
, 33980
was 33982
gleich 33986
anfangs 33993
zu 34001
wissen 34004
nötig 34011
, 34017
ist 34019
jenen 34023
Briefen 34029
noch 34037
hinzuzufügen 34042
, 34055
daß 34057
bald 34062
darauf 34067
, 34073
als 34075
Nathanaels 34079

  34089
Vater 34091
gestorben 34097
, 34106
Klara 34108

  34113
und 34115
Lothar 34119

 34125
, 34126
Kinder 34128
eines 34135
weitläuftigen 34141
Verwandten 34156
, 34166
der 34168
ebenfalls 34172
gestorben 34182
und 34192
sie 34196
verwaist 34200
nachgelassen 34209
, 34221
von 34223
Nathanaels 34227

  34237
Mutter 34239
ins 34246
Haus 34250
genommen 34255
wurden 34264
. 34270
Klara 34272

  34277
und 34279
Nathanael 34283

  34292
faßten 34294
eine 34302
heftige 34307
Zuneigung 34315
zueinander 34325
, 34335
wogegen 34337
kein 34345
Mensch 34350
auf 34357
Erden 34361
etwas 34367
einzuwenden 34373
hatte 34385
; 34390
sie 34392
waren 34396
daher 34402
Verlobte 34408
, 34416
als 34418
Nathanael 34422

  34431
den 34433
Ort 34437
verließ 34441
, 34449
um 34451
seine 34454
Studien 34460
in 34468
G. 34471
� 34474
� 34476
fortzusetzen 34478
. 34490
Da 34492
ist 34495
er 34499
nun 34502
in 34506
seinem 34509
letzten 34516
Briefe 34524
und 34531
hört 34535
Collegia 34541
bei 34550
dem 34554
berühmten 34558
Professor 34569
Physices 34579

 34587
, 34588
Spallanzani 34590
. 34601

 34603
Nun 34604
könnte 34608
ich 34616
getrost 34620
in 34628
der 34631
Erzählung 34635
fortfahren 34646
; 34656
aber 34658
in 34663
dem 34666
Augenblick 34670
steht 34681
Klaras 34687

  34693
Bild 34695
so 34700
lebendig 34703
mir 34712
vor 34716
Augen 34720
, 34725
daß 34727
ich 34732
nicht 34736
wegschauen 34742
kann 34753
, 34757
so 34759
wie 34762
es 34766
immer 34769
geschah 34775
, 34782
wenn 34784
sie 34789
mich 34793
hold 34798
lächelnd 34803
anblickte 34813
. 34822
� 34824
� 34826
Für 34828
schön 34833
konnte 34840
Klara 34847
keinesweges 34853

  34864
gelten 34866
; 34872
das 34874
meinten 34878
alle 34886
, 34890
die 34892
sich 34896
von 34901
Amts 34905
wegen 34910
auf 34916
Schönheit 34920
verstehen 34931
. 34940
Doch 34942
lobten 34947
die 34954
Architekten 34958
die 34970
reinen 34974
Verhältnisse 34981
ihres 34995
Wuchses 35001
, 35008
die 35010
Maler 35014
fanden 35020
Nacken 35027
, 35033
Schultern 35035
und 35045
Brust 35049
beinahe 35055
zu 35063
keusch 35066
geformt 35073
, 35080
verliebten 35082
sich 35093
dagegen 35098
sämtlich 35106
in 35116
das 35119
wunderbare 35123
Magdalenenhaar 35134
und 35149
faselten 35153
überhaupt 35162
viel 35173
von 35178
Batonischem 35182

  35193
Kolorit 35195
. 35202
Einer 35204
von 35210
ihnen 35214
, 35219
ein 35221
wirklicher 35225
Phantast 35236
, 35244
verglich 35246
aber 35255
höchst 35260
seltsamer 35268
Weise 35278
Klaras 35284
Augen 35291
mit 35297
einem 35301
See 35307
von 35311
Ruisdael 35315

 35323
, 35324
in 35326
dem 35329
sich 35333
des 35338
wolkenlosen 35342
Himmels 35354
reines 35362
Azur 35369
, 35373
Wald- 35375
und 35381
Blumenflur 35385
, 35395
der 35397
reichen 35401
Landschaft 35409
ganzes 35420
buntes 35427
, 35433
heitres 35435
Leben 35443
spiegelt 35449
. 35457
Dichter 35459
und 35467
Meister 35471
gingen 35479
aber 35486
weiter 35491
und 35498
sprachen 35502
: 35510
„Was 35512

  35518
See 35520
� 35524
� 35526
was 35528
Spiegel 35532
! 35539
� 35541
� 35543
Können 35545
wir 35553
denn 35557
das 35562
Mädchen 35566
anschauen 35575
, 35584
ohne 35586
daß 35591
uns 35596
aus 35600
ihrem 35604
Blick 35610
wunderbare 35616
himmlische 35627
Gesänge 35638
und 35647
Klänge 35651
entgegenstrahlen 35659
, 35675
die 35677
in 35681
unser 35684
Innerstes 35690
dringen 35700
, 35707
daß 35709
da 35714
alles 35717
wach 35723
und 35728
rege 35732
wird 35737
? 35741
Singen 35743
wir 35750
selbst 35754
dann 35761
nichts 35766
wahrhaft 35773
Gescheutes 35782
, 35792
so 35794
ist 35797
überhaupt 35801
nicht 35812
viel 35818
an 35823
uns 35826
, 35829
und 35831
das 35835
lesen 35839
wir 35845
denn 35849
auch 35854
deutlich 35859
in 35868
dem 35871
um 35875
Klaras 35878
Lippen 35885
schwebenden 35892
feinen 35904
Lächeln 35911
, 35919
wenn 35921
wir 35926
uns 35930
unterfangen 35934
, 35945
ihr 35947
etwas 35951
vorzuquinkelieren 35957
, 35974
das 35976
so 35980
tun 35983
will 35987
, 35991
als 35993
sei 35997
es 36001
Gesang 36004
, 36010
unerachtet 36012
nur 36023
einzelne 36027
Töne 36036
verworren 36042
durcheinanderspringen.“ 36052
Es 36078
war 36081
dem 36085
so 36089
. 36091
Klara 36093

  36098
hatte 36100
die 36106
lebenskräftige 36110
Phantasie 36126
des 36136
heitern 36140
unbefangenen 36148
, 36160
kindischen 36162
Kindes 36173
, 36179
ein 36181
tiefes 36185
weiblich-zartes 36192
Gemüt 36208
, 36214
einen 36216
gar 36222
hellen 36226
, 36232
scharf 36234
sichtenden 36241
Verstand 36252
. 36260
Die 36262
Nebler 36266
und 36273
Schwebler 36277
hatten 36287
bei 36294
ihr 36298
böses 36302
Spiel 36309
; 36314
denn 36316
ohne 36321
zuviel 36326
zu 36333
reden 36336
, 36341
was 36343
überhaupt 36347
in 36358
Klaras 36361
schweigsamer 36368
Natur 36381
nicht 36387
lag 36393
, 36396
sagte 36398
ihnen 36404
der 36410
helle 36414
Blick 36420
und 36426
jenes 36430
feine 36436
ironische 36442
Lächeln 36452
: 36460
Lieben 36462
Freunde 36469
! 36476
wie 36478
möget 36482
ihr 36489
mir 36493
denn 36497
zumuten 36502
, 36509
daß 36511
ich 36516
eure 36520
verfließende 36525
Schattengebilde 36539
für 36555
wahre 36560
Gestalten 36566
ansehen 36576
soll 36584
mit 36589
Leben 36593
und 36599
Regung 36603
? 36609
� 36611
� 36613
Klara 36615

  36620
wurde 36622
deshalb 36628
von 36636
vielen 36640
kalt 36647
, 36651
gefühllos 36653
, 36663
prosaisch 36665
gescholten 36675
; 36685
aber 36687
andere 36692
, 36698
die 36700
das 36704
Leben 36708
in 36714
klarer 36717
Tiefe 36724
aufgefaßt 36730
, 36740
liebten 36742
ungemein 36750
das 36759
gemütvolle 36763
, 36774
verständige 36776
, 36788
kindliche 36790
Mädchen 36800
, 36808
doch 36810
keiner 36815
so 36822
sehr 36825
als 36830
Nathanael 36834

 36843
, 36844
der 36846
sich 36850
in 36855
Wissenschaft 36858
und 36871
Kunst 36875
kräftig 36881
und 36890
heiter 36894
bewegte 36901
. 36908
Klara 36910

  36915
hing 36917
an 36922
dem 36925
Geliebten 36929
mit 36939
ganzer 36943
Seele 36950
; 36955
die 36957
ersten 36961
Wolkenschatten 36968
zogen 36983
durch 36989
ihr 36995
Leben 36999
, 37004
als 37006
er 37010
sich 37013
von 37018
ihr 37022
trennte 37026
. 37033
Mit 37035
welchem 37039
Entzücken 37047
flog 37058
sie 37063
in 37067
seine 37070
Arme 37076
, 37080
als 37082
er 37086
nun 37089
, 37092
wie 37094
er 37098
im 37101
letzten 37104
Briefe 37112
an 37119
Lothar 37122

  37128
es 37130
verheißen 37133
, 37143
wirklich 37145
in 37154
seiner 37157
Vaterstadt 37164
ins 37175
Zimmer 37179
der 37186
Mutter 37190
eintrat 37197
. 37204
Es 37206
geschah 37209
so 37217
, 37219
wie 37221
Nathanael 37225

  37234
geglaubt 37236
; 37244
denn 37246
in 37251
dem 37254
Augenblick 37258
, 37268
als 37270
er 37274
Klara 37277

  37282
wiedersah 37284
, 37293
dachte 37295
er 37302
weder 37305
an 37311
den 37314
Advokaten 37318
Coppelius 37328

  37337
noch 37339
an 37344
Klaras 37347
verständigen 37354
Brief 37368
, 37373
jede 37375
Verstimmung 37380
war 37392
verschwunden 37396
. 37408

 37410
Recht 37411
hatte 37417
aber 37423
Nathanael 37428

  37437
doch 37439
, 37443
als 37445
er 37449
seinem 37452
Freunde 37459
Lothar 37467

  37473
schrieb 37475
, 37482
daß 37484
des 37489
widerwärtigen 37493
Wetterglashändlers 37508
Coppola 37528

  37535
Gestalt 37537
recht 37545
feindlich 37551
in 37561
sein 37564
Leben 37569
getreten 37575
sei 37584
. 37587
Alle 37589
fühlten 37594
das 37603
, 37606
da 37608
Nathanael 37611

  37620
gleich 37622
in 37629
den 37632
ersten 37636
Tagen 37643
in 37649
seinem 37652
ganzen 37659
Wesen 37666
durchaus 37672
verändert 37681
sich 37692
zeigte 37697
. 37703
Er 37705
versank 37708
in 37716
düstre 37719
Träumereien 37727
und 37740
trieb 37744
es 37750
bald 37753
so 37758
seltsam 37761
, 37768
wie 37770
man 37774
es 37778
niemals 37781
von 37789
ihm 37793
gewohnt 37797
gewesen 37805
. 37812
Alles 37814
, 37819
das 37821
ganze 37825
Leben 37831
war 37837
ihm 37841
Traum 37845
und 37851
Ahnung 37855
geworden 37862
; 37870
immer 37872
sprach 37878
er 37885
davon 37888
, 37893
wie 37895
jeder 37899
Mensch 37905
, 37911
sich 37913
frei 37918
wähnend 37923
, 37931
nur 37933
dunklen 37937
Mächten 37945
zum 37954
grausamen 37958
Spiel 37968
diene 37974
, 37979
vergeblich 37981
lehne 37992
man 37998
sich 38002
dagegen 38007
auf 38015
, 38018
demütig 38020
müsse 38029
man 38036
sich 38040
dem 38045
fügen 38049
, 38055
was 38057
das 38061
Schicksal 38065
verhängt 38075
habe 38085
. 38089
Er 38091
ging 38094
so 38099
weit 38102
, 38106
zu 38108
behaupten 38111
, 38120
daß 38122
es 38127
töricht 38130
sei 38139
, 38142
wenn 38144
man 38149
glaube 38153
, 38159
in 38161
Kunst 38164
und 38170
Wissenschaft 38174
nach 38187
selbsttätiger 38192
Willkür 38207
zu 38216
schaffen 38219
; 38227
denn 38229
die 38234
Begeisterung 38238
, 38250
in 38252
der 38255
man 38259
nur 38263
zu 38267
schaffen 38270
fähig 38279
sei 38286
, 38289
komme 38291
nicht 38297
aus 38303
dem 38307
eignen 38311
Innern 38318
, 38324
sondern 38326
sei 38334
das 38338
Einwirken 38342
irgendeines 38352
außer 38364
uns 38371
selbst 38375
liegenden 38382
höheren 38392
Prinzips 38401
. 38409

 38411
Der 38412
verständigen 38416
Klara 38430

  38435
war 38437
diese 38441
mystische 38447
Schwärmerei 38457
im 38470
höchsten 38473
Grade 38483
zuwider 38489
, 38496
doch 38498
schien 38503
es 38510
vergebens 38513
, 38522
sich 38524
auf 38529
Widerlegung 38533
einzulassen 38545
. 38556
Nur 38558
dann 38562
, 38566
wenn 38568
Nathanael 38573

  38582
bewies 38584
, 38590
daß 38592
Coppelius 38597

  38606
das 38608
böse 38612
Prinzip 38618
sei 38626
, 38629
was 38631
ihn 38635
in 38639
dem 38642
Augenblick 38646
erfaßt 38657
habe 38665
, 38669
als 38671
er 38675
hinter 38678
dem 38685
Vorhange 38689
lauschte 38698
, 38706
und 38708
daß 38712
dieser 38717
widerwärtige 38724
Dämon 38738
auf 38745
entsetzliche 38749
Weise 38762
ihr 38768
Liebesglück 38772
stören 38785
werde 38793
, 38798
da 38800
wurde 38803
Klara 38809

  38814
sehr 38816
ernst 38821
und 38827
sprach 38831
: 38837
„Ja 38839
Nathanael 38845

 38854
! 38855
du 38857
hast 38860
recht 38865
, 38870
Coppelius 38872

  38881
ist 38883
ein 38887
böses 38891
feindliches 38898
Prinzip 38910
, 38917
er 38919
kann 38922
Entsetzliches 38927
wirken 38941
wie 38948
eine 38952
teuflische 38957
Macht 38968
, 38973
die 38975
sichtbarlich 38979
in 38992
das 38995
Leben 38999
trat 39005
, 39009
aber 39011
nur 39016
dann 39020
, 39024
wenn 39026
du 39031
ihn 39034
nicht 39038
aus 39044
Sinn 39048
und 39053
Gedanken 39057
verbannst 39066
. 39075
Solange 39077
du 39085
an 39088
ihn 39091
glaubst 39095
, 39102
ist 39104
er 39108
auch 39111
und 39116
wirkt 39120
, 39125
nur 39127
dein 39131
Glaube 39136
ist 39143
seine 39147
Macht.“ 39153
� 39163
� 39165
Nathanael 39167

 39176
, 39177
ganz 39179
erzürnt 39184
, 39192
daß 39194
Klara 39199

  39204
die 39206
Existenz 39210
des 39219
Dämons 39223
nur 39231
in 39235
seinem 39238
eignen 39245
Innern 39252
statuiere 39259
, 39268
wollte 39270
dann 39277
hervorrücken 39282
mit 39296
der 39300
ganzen 39304
mystischen 39311
Lehre 39322
von 39328
Teufeln 39332
und 39340
grausen 39344
Mächten 39352
, 39360
Klara 39362

  39367
brach 39369
aber 39375
verdrüßlich 39380
ab 39394
, 39396
indem 39398
sie 39404
irgend 39408
etwas 39415
Gleichgültiges 39421
dazwischenschob 39437
, 39452
zu 39454
Nathanaels 39457

  39467
nicht 39469
geringem 39475
� 39484
� 39485
rger 39486
. 39490
Der 39492
dachte 39496
, 39502
kalten 39504
unempfänglichen 39511
Gemütern 39528
erschließen 39538
sich 39551
nicht 39556
solche 39562
tiefe 39569
Geheimnisse 39575
, 39586
ohne 39588
sich 39593
deutlich 39598
bewußt 39607
zu 39615
sein 39618
, 39622
daß 39624
er 39629
Klara 39632

  39637
eben 39639
zu 39644
solchen 39647
untergeordneten 39655
Naturen 39671
zähle 39679
, 39685
weshalb 39687
er 39695
nicht 39698
abließ 39704
mit 39712
Versuchen 39716
, 39725
sie 39727
in 39731
jene 39734
Geheimnisse 39739
einzuweihen 39751
. 39762
Am 39764
frühen 39767
Morgen 39775
, 39781
wenn 39783
Klara 39788

  39793
das 39795
Frühstück 39799
bereiten 39811
half 39820
, 39824
stand 39826
er 39832
bei 39835
ihr 39839
und 39843
las 39847
ihr 39851
aus 39855
allerlei 39859
mystischen 39868
Büchern 39879
vor 39888
, 39891
daß 39893
Klara 39898

  39903
bat 39905
: 39908
„Aber 39910
, 39917
lieber 39919
Nathanael 39926

 39935
, 39936
wenn 39938
ich 39943
dich 39947
nun 39952
das 39956
böse 39960
Prinzip 39966
schelten 39974
wollte 39983
, 39989
das 39991
feindlich 39995
auf 40005
meinen 40009
Kaffee 40016
wirkt 40023
? 40028
� 40030
� 40032
Denn 40034
wenn 40039
ich 40044
, 40047
wie 40049
du 40053
es 40056
willst 40059
, 40065
alles 40067
stehen 40073
und 40080
liegen 40084
lassen 40091
und 40098
dir 40102
, 40105
indem 40107
du 40113
liesest 40116
, 40123
in 40125
die 40128
Augen 40132
schauen 40138
soll 40146
, 40150
so 40152
läuft 40155
mir 40162
der 40166
Kaffee 40170
ins 40177
Feuer 40181
, 40186
und 40188
ihr 40192
bekommt 40196
alle 40204
kein 40209
Frühstück 40214
! 40225
“ 40226
� 40230
� 40232
Nathanael 40234

  40243
klappte 40245
das 40253
Buch 40257
heftig 40262
zu 40269
und 40272
rannte 40276
voll 40283
Unmut 40288
fort 40294
in 40299
sein 40302
Zimmer 40307
. 40313
Sonst 40315
hatte 40321
er 40327
eine 40330
besondere 40335
Stärke 40345
in 40353
anmutigen 40356
, 40365
lebendigen 40367
Erzählungen 40378
, 40390
die 40392
er 40396
aufschrieb 40399
und 40410
die 40414
Klara 40418

  40423
mit 40425
dem 40429
innigsten 40433
Vergnügen 40443
anhörte 40454
; 40462
jetzt 40464
waren 40470
seine 40476
Dichtungen 40482
düster 40493
, 40500
unverständlich 40502
, 40517
gestaltlos 40519
, 40529
so 40531
daß 40534
, 40538
wenn 40540
Klara 40545

  40550
schonend 40552
es 40561
auch 40564
nicht 40569
sagte 40575
, 40580
er 40582
doch 40585
wohl 40590
fühlte 40595
, 40602
wie 40604
wenig 40608
sie 40614
davon 40618
angesprochen 40624
wurde 40637
. 40642
Nichts 40644
war 40651
für 40655
Klara 40660

  40665
